filename,xmin,ymin,xmax,ymax,angle,xloc,yloc,zloc
007207.txt,785,165,843,258,-1.85,4,1,15
007207.txt,324,193,372,220,1.91,-16,2,46
007208.txt,63,182,376,299,0.56,-5,1,10
007208.txt,738,186,865,275,-1.78,3,1,13
007208.txt,251,183,446,247,-2.82,-6,1,17
007208.txt,356,180,484,229,-2.89,-5,1,22
007208.txt,385,182,517,228,0.21,-5,1,24
007208.txt,398,179,515,221,-2.89,-5,1,27
007208.txt,711,178,800,248,-1.73,3,1,18
007208.txt,448,182,537,219,0.22,-4,1,29
007208.txt,655,167,683,197,-1.62,4,1,59
007209.txt,827,137,1241,286,2.56,5,1,9
007209.txt,1152,143,1241,188,-0.73,22,0,25
007209.txt,361,179,456,247,1.73,-5,1,19
007209.txt,449,174,546,245,1.72,-2,1,19
007209.txt,803,144,942,196,-0.33,10,0,27
007209.txt,949,147,1019,183,-2.09,19,0,37
007209.txt,1064,135,1147,178,-2.05,25,0,37
007209.txt,988,148,1065,182,-2.11,21,0,37
007209.txt,414,179,489,228,1.76,-5,1,25
007209.txt,652,170,695,201,1.46,3,1,37
007209.txt,597,174,628,199,-1.47,0,1,48
007209.txt,549,169,582,184,-1.06,-4,1,80
007210.txt,0,213,244,374,2.17,-5,1,8
007210.txt,210,196,382,286,1.96,-5,1,14
007210.txt,1085,131,1241,261,2.42,9,1,9
007210.txt,1027,132,1241,240,2.5,9,1,12
007210.txt,932,142,1147,230,2.6,8,1,14
007210.txt,864,153,1046,222,2.69,8,1,17
007210.txt,705,176,820,252,-1.8,3,1,15
007210.txt,683,173,757,232,-1.71,3,1,21
007211.txt,672,178,723,217,-1.71,3,1,27
007211.txt,833,197,1235,374,-2.06,3,1,6
007211.txt,783,178,854,221,-1.88,7,1,25
007211.txt,918,181,1134,271,-2.15,7,1,13
007212.txt,656,191,700,226,-1.67,3,2,32
007213.txt,586,180,662,241,-1.73,0,1,20
007213.txt,332,185,411,231,1.85,-8,1,26
007214.txt,998,173,1231,248,3.02,11,1,16
007214.txt,604,178,655,228,-1.67,0,2,38
007214.txt,693,197,784,231,-0.79,5,2,32
007214.txt,522,190,552,204,-1.59,-5,2,56
007214.txt,522,175,547,203,-1.63,-6,2,63
007215.txt,774,172,875,212,-0.24,8,1,30
007215.txt,660,169,684,190,-1.64,4,1,52
007216.txt,263,181,360,226,2.07,-10,1,25
007216.txt,831,177,1169,369,-1.88,3,1,6
007216.txt,745,175,916,285,-1.85,3,1,11
007216.txt,705,175,793,242,-1.71,3,1,17
007216.txt,681,175,751,226,-1.68,3,1,22
007216.txt,659,176,698,208,-1.64,3,1,34
007217.txt,1096,197,1241,374,-2.39,2,1,1
007217.txt,976,181,1214,374,-1.48,4,1,7
007218.txt,297,185,362,235,1.74,-11,2,28
007218.txt,243,174,310,221,1.9,-21,3,47
007218.txt,0,211,47,313,2.08,-9,2,10
007218.txt,17,201,117,229,0.25,-31,3,41
007218.txt,790,178,836,204,1.87,12,1,43
007218.txt,888,171,903,191,1.8,23,1,60
007219.txt,564,169,591,188,-1.4,-1,0,59
007219.txt,583,169,615,196,-1.52,0,0,41
007219.txt,501,171,565,206,-1.29,-3,1,32
007219.txt,329,170,397,204,2.05,-12,1,38
007220.txt,134,199,437,374,1.95,-3,1,7
007221.txt,551,169,715,328,-1.59,0,1,9
007221.txt,767,116,1053,203,0.52,12,1,33
007221.txt,159,182,290,243,2.02,-11,1,21
007221.txt,134,171,179,220,-1.04,-17,1,27
007222.txt,610,178,684,243,-1.59,0,1,17
007222.txt,517,168,589,226,-1.44,-1,1,22
007222.txt,629,168,679,214,-1.55,1,1,26
007222.txt,1159,132,1241,201,-0.98,15,0,16
007222.txt,1060,136,1218,195,-0.87,14,0,20
007223.txt,907,154,954,302,2.74,3,1,8
007224.txt,0,205,264,374,2.17,-4,1,6
007224.txt,280,187,429,282,1.84,-5,1,14
007224.txt,214,191,351,258,1.95,-8,2,19
007225.txt,865,217,1241,374,1.0,3,1,4
007225.txt,57,194,430,374,1.96,-3,1,6
007225.txt,665,179,718,220,-1.69,3,1,29
007225.txt,653,160,702,211,-1.66,3,1,36
007225.txt,545,175,572,202,1.59,-2,1,42
007226.txt,453,125,548,229,1.7,-3,1,27
007226.txt,548,179,572,200,1.63,-4,2,60
007226.txt,363,182,394,200,-1.26,-20,2,63
007226.txt,584,178,621,215,-1.56,0,1,33
007227.txt,587,179,603,192,-1.58,-1,1,73
007228.txt,0,98,328,374,2.12,-3,1,5
007228.txt,834,187,1241,374,-2.13,2,1,4
007228.txt,774,180,930,299,-1.68,3,1,10
007228.txt,0,119,207,272,-2.42,-11,1,13
007228.txt,779,158,895,248,-1.42,5,1,16
007228.txt,595,161,636,205,-1.61,0,1,35
007228.txt,816,139,996,207,-0.4,12,1,30
007228.txt,446,176,496,208,-1.41,-6,1,35
007228.txt,379,163,440,208,-1.29,-9,1,35
007228.txt,717,168,772,200,-1.81,6,1,36
007228.txt,657,149,686,182,1.48,5,0,64
007228.txt,619,138,648,183,1.57,2,0,61
007228.txt,262,174,337,207,-1.15,-15,1,35
007229.txt,0,192,92,259,2.28,-15,2,18
007229.txt,354,139,488,214,1.8,-9,1,41
007229.txt,748,165,768,209,-1.76,6,1,29
007230.txt,0,181,176,310,-2.51,-7,1,9
007230.txt,0,182,255,278,-2.65,-8,1,12
007230.txt,92,167,311,257,0.3,-8,1,15
007230.txt,470,180,494,196,-1.76,-11,2,66
007232.txt,8,167,367,357,2.08,-4,1,8
007232.txt,355,187,493,265,1.9,-4,1,16
007232.txt,545,183,594,217,1.72,-1,1,32
007232.txt,638,179,672,199,1.84,3,1,55
007232.txt,683,172,711,238,-1.6,2,1,20
007233.txt,715,176,896,298,-1.81,2,1,11
007233.txt,0,193,234,282,0.63,-9,1,13
007233.txt,932,190,1241,374,-2.24,3,1,3
007233.txt,690,172,784,245,-1.73,2,1,17
007233.txt,374,187,478,256,1.77,-4,1,17
007233.txt,434,175,507,234,1.75,-4,1,23
007233.txt,660,175,719,222,-1.68,2,1,25
007233.txt,482,175,535,221,1.69,-4,1,28
007233.txt,655,174,710,210,-1.77,3,1,32
007233.txt,640,147,694,203,-1.65,3,1,39
007233.txt,534,179,558,195,-1.7,-5,1,63
007234.txt,0,180,107,227,-0.91,-20,1,25
007234.txt,96,180,204,220,2.17,-19,1,31
007234.txt,454,182,526,231,1.72,-3,1,23
007234.txt,589,174,628,213,-1.56,0,1,32
007235.txt,606,158,637,187,-1.62,1,1,76
007235.txt,425,179,449,194,1.81,-16,2,70
007235.txt,76,176,192,233,2.08,-19,2,29
007236.txt,643,176,675,202,-1.69,2,1,41
007236.txt,707,184,817,260,-1.79,3,1,15
007236.txt,951,192,1241,374,-2.31,3,1,4
007236.txt,719,175,763,204,-1.83,6,1,38
007236.txt,784,177,873,224,-1.93,7,1,24
007236.txt,1027,0,1241,335,-2.43,7,1,6
007237.txt,772,157,817,298,2.81,2,1,8
007238.txt,572,177,610,213,-1.55,0,1,34
007238.txt,505,149,552,199,-1.49,-6,2,60
007238.txt,0,195,128,283,2.22,-11,2,14
007239.txt,0,180,41,229,2.31,-19,1,22
007239.txt,505,177,550,212,1.7,-3,1,34
007239.txt,549,179,572,200,1.62,-3,2,55
007239.txt,589,176,634,220,-1.57,0,1,28
007240.txt,580,179,607,205,-1.57,-1,2,46
007240.txt,490,180,548,230,-1.46,-3,1,26
007240.txt,288,190,373,236,1.89,-10,2,26
007240.txt,380,184,422,211,1.81,-13,2,46
007240.txt,640,171,675,211,-2.43,2,1,31
007241.txt,407,180,536,269,-1.36,-2,1,14
007241.txt,502,177,562,222,-1.44,-2,1,24
007241.txt,600,171,642,209,-1.56,0,1,30
007241.txt,562,168,595,197,-1.51,-1,0,39
007242.txt,432,186,518,239,1.76,-4,1,22
007242.txt,0,196,227,374,2.21,-6,1,8
007242.txt,292,192,404,254,1.9,-6,1,19
007242.txt,719,166,826,199,2.92,7,1,34
007242.txt,714,158,806,197,2.94,7,1,37
007242.txt,917,146,1016,182,-0.48,21,0,43
007243.txt,799,142,1170,272,2.61,5,1,10
007243.txt,1169,141,1241,187,-0.75,22,0,24
007243.txt,1122,145,1241,188,-0.71,22,0,27
007243.txt,374,182,462,245,1.72,-5,1,20
007243.txt,470,178,551,240,1.69,-2,1,21
007243.txt,791,147,923,196,-0.31,9,0,29
007243.txt,934,149,1001,184,-2.1,19,0,38
007243.txt,1046,137,1124,179,-2.03,25,0,39
007243.txt,973,152,1046,185,-2.09,21,0,39
007243.txt,420,183,491,230,1.76,-5,1,26
007243.txt,647,172,690,202,1.45,3,1,38
007243.txt,594,177,624,201,-1.47,0,1,49
007243.txt,543,173,573,188,-1.16,-5,1,80
007244.txt,564,169,591,188,-1.4,-1,0,59
007244.txt,580,169,615,198,-1.5,0,0,39
007244.txt,480,171,558,209,-1.18,-3,1,30
007244.txt,329,170,397,204,2.05,-12,1,38
007245.txt,565,140,624,212,-1.55,0,1,40
007246.txt,0,160,131,374,2.4,-3,1,2
007246.txt,0,181,397,374,2.03,-3,1,7
007246.txt,665,163,705,198,-1.48,3,1,33
007246.txt,610,163,648,185,1.78,1,0,47
007247.txt,589,177,616,204,-1.58,0,1,46
007247.txt,267,182,365,241,1.91,-9,2,22
007247.txt,433,175,474,205,1.77,-10,2,48
007247.txt,548,177,572,201,-1.52,-3,2,52
007248.txt,573,177,630,223,-1.54,0,1,23
007248.txt,0,192,251,374,-1.76,-4,1,5
007248.txt,88,181,362,327,-1.98,-5,1,9
007248.txt,319,180,464,246,-2.1,-5,1,17
007248.txt,400,175,515,226,-2.27,-4,1,22
007248.txt,483,171,559,203,-2.55,-4,1,39
007248.txt,677,179,738,221,-1.7,3,1,26
007248.txt,642,159,681,199,-1.66,3,1,47
007248.txt,275,178,367,223,1.91,-9,1,23
007248.txt,592,174,629,208,-1.56,0,1,34
007248.txt,0,181,86,237,2.24,-14,1,17
007248.txt,176,176,272,213,2.12,-14,1,27
007249.txt,586,175,632,219,-1.55,0,1,28
007249.txt,82,194,247,257,2.07,-10,1,18
007249.txt,382,185,432,212,1.89,-11,2,39
007249.txt,409,181,454,207,1.82,-11,2,45
007249.txt,650,171,713,199,-0.83,4,1,41
007249.txt,638,173,698,195,-0.86,3,1,48
007250.txt,283,182,467,238,0.34,-6,1,19
007250.txt,685,172,902,247,-0.19,3,1,15
007250.txt,664,162,847,234,-0.22,3,1,18
007250.txt,377,179,492,216,-2.85,-7,1,29
007250.txt,416,180,509,209,-3.05,-7,1,35
007251.txt,433,185,479,228,1.59,-6,2,30
007252.txt,592,171,626,203,-1.57,0,1,39
007252.txt,688,157,756,188,-1.92,10,1,71
007254.txt,967,156,1027,271,-0.48,6,1,11
007254.txt,791,170,806,227,-1.82,5,1,21
007254.txt,776,164,797,227,-1.78,5,1,21
007255.txt,803,148,885,176,2.76,13,0,40
007255.txt,546,164,572,184,-1.52,-3,0,55
007255.txt,582,164,603,185,0.01,-1,0,60
007255.txt,470,167,481,190,0.24,-10,0,59
007256.txt,864,183,1241,374,-2.21,2,1,3
007256.txt,744,172,955,317,-1.85,2,1,9
007256.txt,155,200,393,338,1.93,-4,1,10
007256.txt,337,181,462,272,1.83,-4,1,15
007256.txt,683,176,775,245,-1.72,2,1,18
007256.txt,427,182,507,246,1.75,-4,1,21
007256.txt,667,180,740,227,-1.77,3,1,24
007256.txt,646,147,714,218,-1.66,2,1,32
007256.txt,625,182,651,202,-1.67,2,2,53
007256.txt,607,179,638,200,-1.86,1,2,60
007256.txt,584,183,609,199,-1.78,-1,2,72
007257.txt,981,181,1022,215,-1.55,18,1,33
007258.txt,550,124,654,200,-2.0,0,1,28
007258.txt,394,170,444,210,-1.64,-7,1,29
007258.txt,700,102,922,203,-0.59,7,0,25
007259.txt,547,159,621,213,-1.36,0,1,26
007259.txt,131,206,237,272,-2.05,-12,2,20
007259.txt,0,210,98,301,-1.91,-11,2,13
007259.txt,1009,147,1241,247,-0.57,8,1,11
007259.txt,868,150,1126,227,-0.4,7,1,14
007259.txt,603,157,644,190,1.68,0,0,37
007259.txt,651,156,672,172,1.63,4,0,65
007260.txt,0,202,294,374,-0.7,-2,1,2
007260.txt,662,177,779,256,-1.77,2,1,15
007260.txt,42,151,107,366,-0.94,-4,1,6
007260.txt,171,160,206,312,-1.05,-5,1,8
007260.txt,505,173,554,215,-1.52,-3,1,29
007260.txt,633,174,693,218,-1.73,1,1,28
007260.txt,212,169,246,322,-1.09,-4,1,8
007260.txt,531,179,564,204,-1.45,-3,1,42
007261.txt,404,182,532,276,1.75,-2,1,14
007261.txt,708,151,863,273,-1.82,3,1,14
007261.txt,674,179,748,237,-1.73,2,1,21
007261.txt,659,178,716,222,-1.72,2,1,27
007262.txt,576,176,604,204,-1.57,-1,1,44
007262.txt,384,165,448,200,1.71,-23,3,91
007263.txt,0,186,291,374,-1.91,-5,1,7
007263.txt,182,159,419,309,-2.03,-4,1,10
007263.txt,339,184,494,251,-2.13,-4,1,17
007263.txt,368,179,502,236,-2.23,-5,1,20
007263.txt,432,179,523,217,-2.21,-5,1,28
007263.txt,467,174,545,206,-2.34,-5,1,34
007263.txt,713,126,917,285,-1.84,3,1,13
007263.txt,700,181,791,241,-1.75,3,1,20
007263.txt,659,179,697,208,-1.64,3,1,38
007263.txt,637,163,667,194,-1.64,3,1,58
007263.txt,587,174,624,206,-1.62,0,1,36
007263.txt,0,177,102,243,2.28,-14,1,16
007263.txt,163,147,319,246,1.99,-8,1,17
007263.txt,92,169,214,225,2.05,-14,1,23
007264.txt,29,196,382,374,1.99,-4,1,8
007264.txt,436,184,504,234,1.76,-4,1,22
007264.txt,474,155,535,218,1.67,-4,1,30
007264.txt,539,180,586,220,1.61,-1,1,27
007264.txt,967,138,1116,303,-2.12,5,1,8
007264.txt,524,179,551,202,1.66,-4,1,45
007265.txt,868,165,925,291,-1.82,3,1,9
007265.txt,218,185,269,312,2.24,-4,1,9
007265.txt,455,175,482,253,1.83,-3,1,16
007265.txt,513,179,530,232,-1.42,-2,1,22
007265.txt,573,177,590,217,2.22,-1,1,31
007265.txt,615,176,631,218,-1.4,0,1,31
007265.txt,684,116,824,262,-1.7,3,1,15
007266.txt,735,187,951,278,-0.37,4,1,13
007266.txt,0,185,215,316,0.68,-7,1,9
007266.txt,702,190,878,264,-0.35,3,1,16
007266.txt,190,175,364,244,-2.93,-8,1,19
007266.txt,277,176,384,225,-3.05,-10,1,28
007266.txt,452,184,490,208,-1.84,-10,2,52
007267.txt,696,177,846,283,-1.77,2,1,12
007267.txt,117,187,437,374,-1.23,-3,1,7
007267.txt,645,177,688,214,-1.59,2,1,29
007267.txt,687,162,728,192,-1.25,8,1,63
007268.txt,0,202,40,254,1.95,-19,2,22
007268.txt,573,185,629,220,1.86,0,2,32
007269.txt,415,153,487,369,1.76,-1,1,5
007270.txt,469,176,513,221,1.57,-4,1,29
007270.txt,456,181,493,207,1.45,-8,2,43
007271.txt,830,163,1127,275,-0.26,6,1,12
007271.txt,0,178,162,253,0.8,-12,1,16
007272.txt,364,147,453,328,0.24,-2,1,7
007273.txt,570,179,603,209,-1.57,-1,1,40
007273.txt,0,192,195,324,-0.94,-7,1,10
007273.txt,171,190,308,256,-1.11,-8,1,17
007273.txt,302,190,444,267,-1.28,-5,1,15
007273.txt,392,182,449,218,-1.34,-8,1,33
007273.txt,449,148,522,224,-1.44,-4,1,29
007273.txt,503,183,538,210,-1.48,-4,1,40
007273.txt,0,182,87,266,-0.86,-12,1,14
007273.txt,233,181,329,229,-1.15,-11,1,25
007274.txt,569,176,615,211,-1.69,0,1,34
007274.txt,524,183,556,204,-1.75,-4,1,49
007274.txt,455,182,489,197,-2.02,-13,1,69
007275.txt,313,191,530,344,1.81,-2,1,9
007276.txt,597,174,664,239,-1.57,0,1,19
007276.txt,706,142,741,187,1.52,10,1,65
007277.txt,790,188,1217,374,-1.99,2,1,5
007277.txt,179,182,413,321,-1.19,-4,1,11
007277.txt,429,181,499,232,1.76,-4,1,25
007277.txt,550,174,563,205,1.66,-3,1,44
007277.txt,564,174,576,203,1.61,-2,1,45
007277.txt,491,182,532,210,1.7,-5,2,41
007278.txt,499,155,566,309,-3.05,0,1,8
007279.txt,375,181,446,225,1.83,-7,1,26
007280.txt,139,177,316,374,2.02,-3,1,6
007280.txt,243,183,382,374,1.93,-2,1,7
007280.txt,301,196,436,272,1.88,-5,2,17
007280.txt,469,183,506,248,1.78,-3,2,20
007280.txt,473,190,528,222,1.81,-5,2,36
007281.txt,563,177,613,227,-1.56,0,1,25
007281.txt,822,169,860,187,-1.91,18,1,57
007281.txt,843,159,894,186,-1.89,18,0,51
007281.txt,906,152,989,190,-1.98,18,0,39
007281.txt,1002,127,1153,191,-2.13,18,0,29
007282.txt,767,181,975,349,1.45,2,1,8
007283.txt,0,54,275,374,2.44,-2,1,2
007283.txt,698,174,790,246,-1.77,3,1,17
007283.txt,667,176,741,232,-1.74,2,1,21
007283.txt,489,146,551,215,1.66,-3,1,30
007283.txt,641,177,679,209,-1.62,2,1,34
007283.txt,614,168,639,193,-1.64,1,1,60
007283.txt,735,180,926,308,-1.84,3,1,10
007284.txt,66,198,188,244,2.17,-16,2,24
007284.txt,304,186,365,216,1.96,-15,2,40
007284.txt,410,182,448,204,1.85,-13,2,54
007284.txt,714,169,728,203,-1.71,5,1,38
007285.txt,326,191,486,298,1.85,-3,1,12
007286.txt,337,131,505,250,-1.18,-4,1,17
007286.txt,666,167,707,228,-1.19,2,1,22
007286.txt,1017,158,1059,252,-2.09,7,1,13
007286.txt,894,180,966,249,2.72,6,1,14
007286.txt,871,181,942,240,2.78,6,1,15
007286.txt,201,156,232,228,0.55,-10,1,18
007286.txt,212,167,250,227,0.56,-10,1,19
007287.txt,588,164,616,194,-1.59,0,2,76
007287.txt,226,191,291,222,2.02,-18,2,38
007288.txt,161,160,246,334,0.45,-4,1,7
007289.txt,387,161,402,202,-3.09,-9,1,33
007289.txt,349,153,410,200,1.26,-11,1,36
007289.txt,391,163,451,197,-2.0,-10,1,38
007289.txt,444,162,514,192,-2.05,-7,1,40
007289.txt,604,154,670,190,0.92,1,1,44
007289.txt,638,161,689,186,-2.28,3,0,46
007289.txt,680,159,733,185,-2.41,6,0,49
007289.txt,710,164,769,185,-2.43,9,0,53
007289.txt,746,165,790,185,-2.34,11,0,53
007289.txt,767,166,816,185,-2.41,13,0,54
007289.txt,789,164,847,184,0.75,16,0,55
007289.txt,856,160,910,179,0.46,23,0,60
007289.txt,881,162,928,180,0.5,25,0,62
007290.txt,1104,119,1220,369,1.36,4,1,5
007290.txt,1075,135,1160,366,2.74,4,1,5
007290.txt,1006,123,1092,369,1.32,3,1,5
007290.txt,731,160,763,194,-1.63,8,0,43
007290.txt,713,163,727,207,1.88,4,1,29
007290.txt,694,165,709,208,1.72,4,1,29
007291.txt,0,222,261,374,2.36,-3,1,3
007291.txt,237,177,442,311,1.93,-4,1,11
007291.txt,492,176,542,214,1.69,-3,1,28
007291.txt,511,165,555,206,1.68,-3,1,34
007292.txt,589,176,615,202,-1.58,0,1,47
007292.txt,235,190,351,248,1.93,-9,1,21
007292.txt,426,184,468,210,1.77,-9,2,42
007293.txt,387,189,506,274,1.79,-3,1,14
007294.txt,824,184,868,267,-1.89,4,1,13
007294.txt,398,187,515,278,1.74,-2,1,13
007294.txt,686,176,809,272,-1.75,2,1,14
007294.txt,655,172,724,231,-1.71,2,1,23
007294.txt,531,179,569,210,1.64,-3,1,38
007294.txt,642,169,685,209,-1.67,2,1,38
007295.txt,511,182,559,219,1.68,-3,1,30
007295.txt,543,179,580,209,1.67,-2,1,39
007296.txt,570,182,675,281,-1.58,0,1,13
007296.txt,271,199,341,230,1.96,-15,2,36
007296.txt,386,192,436,218,1.83,-12,2,44
007296.txt,1012,184,1182,236,2.64,15,1,23
007297.txt,368,179,495,279,1.81,-3,1,14
007297.txt,489,181,544,228,1.67,-3,1,24
007297.txt,540,175,589,204,1.9,-2,1,39
007297.txt,681,174,699,215,-1.67,2,1,23
007298.txt,431,183,504,228,1.86,-5,1,26
007298.txt,565,175,582,204,1.74,-2,1,42
007298.txt,569,178,601,199,1.83,-1,2,57
007299.txt,1035,192,1241,374,-2.52,3,1,2
007299.txt,0,183,211,374,2.39,-3,1,2
007299.txt,747,140,1100,352,-1.99,3,1,8
007299.txt,88,180,389,374,1.96,-3,1,7
007299.txt,322,194,459,279,1.81,-4,1,14
007299.txt,471,177,519,218,1.72,-5,2,34
007300.txt,1112,147,1146,239,0.91,10,1,14
007301.txt,15,202,294,348,2.07,-5,1,9
007301.txt,377,191,498,279,1.76,-3,1,14
007301.txt,218,197,380,291,1.94,-5,1,13
007301.txt,784,179,902,279,3.01,3,1,11
007301.txt,1116,152,1241,255,2.46,11,1,12
007301.txt,817,178,947,295,-3.13,3,1,10
007301.txt,207,182,233,267,2.04,-8,2,15
007301.txt,495,184,546,228,1.66,-3,2,28
007301.txt,542,183,565,204,1.63,-4,2,55
007301.txt,554,172,574,196,1.6,-4,2,79
007301.txt,632,179,724,216,-0.12,3,1,34
007301.txt,614,177,677,204,0.0,2,2,47
007301.txt,450,173,531,245,1.71,-3,1,21
007302.txt,592,172,626,205,-1.57,0,1,38
007302.txt,702,160,775,192,-1.95,12,1,71
007302.txt,444,156,489,196,1.73,-13,2,66
007303.txt,0,186,349,374,2.14,-3,1,5
007303.txt,670,162,709,198,-1.49,3,1,32
007303.txt,608,166,647,189,1.78,1,1,46
007304.txt,870,160,1209,374,-1.94,3,1,5
007304.txt,654,190,701,226,-1.67,2,2,31
007305.txt,879,182,1086,274,-2.07,6,1,13
007305.txt,55,147,258,209,-0.04,-28,2,46
007306.txt,23,178,126,218,2.22,-21,1,28
007306.txt,318,173,356,191,-1.2,-22,1,60
007306.txt,248,159,296,189,-1.12,-28,1,61
007306.txt,570,170,615,215,-1.55,0,1,28
007307.txt,757,171,804,213,-1.61,6,1,28
007308.txt,389,157,452,299,-2.89,-2,1,9
007309.txt,0,209,179,374,2.35,-3,1,2
007309.txt,703,181,836,275,-1.82,2,1,13
007309.txt,657,178,750,245,-1.75,2,1,17
007309.txt,636,181,703,228,-1.71,1,1,23
007309.txt,446,183,512,229,1.71,-4,1,24
007309.txt,483,181,525,212,1.68,-5,1,34
007309.txt,764,164,837,200,3.0,11,1,42
007310.txt,1025,150,1104,303,2.58,5,1,8
007311.txt,0,156,370,374,2.14,-3,1,4
007311.txt,342,190,502,291,-1.31,-3,1,12
007311.txt,633,183,683,223,1.46,1,1,29
007311.txt,538,174,573,203,1.69,-3,1,47
007312.txt,710,181,796,243,-1.78,3,1,18
007312.txt,866,180,986,245,-1.98,7,1,17
007312.txt,1158,188,1241,320,-2.39,7,1,7
007313.txt,599,182,691,269,-1.6,0,1,14
007313.txt,726,175,860,238,-1.01,5,1,19
007313.txt,669,181,739,210,-0.89,4,1,37
007313.txt,0,204,180,354,2.24,-7,1,8
007313.txt,479,183,524,214,1.76,-5,2,39
007313.txt,550,180,581,202,1.78,-3,2,55
007313.txt,589,179,610,196,1.68,0,2,71
007313.txt,332,188,412,227,1.93,-9,2,30
007313.txt,448,183,493,208,1.9,-9,2,47
007313.txt,507,183,548,201,2.0,-6,2,59
007313.txt,206,187,290,226,2.16,-14,2,29
007313.txt,189,185,279,215,2.37,-20,2,39
007314.txt,595,175,638,216,-1.59,0,1,29
007314.txt,963,166,1241,374,-1.34,4,1,6
007314.txt,798,176,1038,307,-1.2,4,1,9
007314.txt,738,168,920,269,-1.11,4,1,13
007314.txt,715,173,875,245,-1.01,4,1,16
007314.txt,696,168,832,231,-0.88,4,1,20
007314.txt,681,174,784,214,-0.86,4,1,27
007314.txt,499,180,529,202,1.72,-6,1,48
007314.txt,660,173,735,202,-0.81,4,1,38
007314.txt,646,174,708,197,-0.88,4,1,45
007314.txt,638,168,690,192,-0.92,4,1,59
007314.txt,476,175,504,194,1.76,-10,1,65
007314.txt,454,177,472,191,1.76,-14,1,73
007315.txt,0,186,162,374,-2.36,-6,1,6
007315.txt,4,178,319,295,-2.69,-6,1,11
007315.txt,97,153,371,270,0.43,-7,1,14
007315.txt,493,176,518,229,1.67,-3,1,22
007315.txt,972,185,1241,347,-0.63,5,1,7
007315.txt,904,185,1170,305,-0.59,5,1,10
007315.txt,813,181,1085,281,2.66,5,1,12
007315.txt,762,184,989,258,-0.41,5,1,15
007315.txt,756,170,933,247,-0.34,5,1,17
007315.txt,331,181,472,226,-2.89,-7,1,25
007315.txt,373,180,490,220,-2.9,-6,1,27
007315.txt,631,179,679,214,-1.69,1,1,31
007315.txt,619,176,647,200,-1.62,1,1,46
007315.txt,604,168,620,187,-1.58,0,1,92
007316.txt,735,170,757,189,-1.56,10,1,57
007316.txt,677,171,707,193,-1.45,5,1,51
007316.txt,168,188,293,245,2.27,-10,1,20
007316.txt,0,158,417,374,-0.74,-3,1,6
007316.txt,596,156,661,188,1.2,2,1,86
007317.txt,11,190,131,264,1.82,-14,2,20
007317.txt,2,177,103,236,1.95,-29,3,38
007317.txt,90,200,174,246,1.84,-17,2,26
007317.txt,745,176,761,198,1.78,10,1,54
007318.txt,645,162,691,285,-1.61,0,1,10
007318.txt,697,157,751,284,-1.72,1,1,10
007318.txt,322,159,376,292,-1.34,-3,1,10
007318.txt,447,163,507,271,1.81,-2,1,12
007318.txt,527,165,569,233,1.73,-1,1,18
007318.txt,503,166,533,227,1.72,-2,1,21
007319.txt,739,160,806,373,-1.68,1,1,6
007319.txt,209,157,314,363,-1.16,-3,1,6
007319.txt,801,163,857,245,-2.88,5,1,16
007319.txt,873,160,901,223,2.12,8,1,20
007319.txt,960,159,1007,283,-1.63,5,1,9
007319.txt,546,167,598,214,1.67,-1,1,35
007320.txt,565,156,626,298,-3.12,0,1,8
007321.txt,431,155,466,235,-2.63,-3,1,16
007321.txt,451,156,482,233,-2.66,-3,1,17
007321.txt,740,158,894,228,2.29,6,1,21
007322.txt,604,175,841,267,0.07,2,1,13
007323.txt,749,186,986,286,-0.4,4,1,12
007323.txt,0,184,174,332,0.73,-7,1,8
007323.txt,56,182,320,272,-2.7,-7,1,13
007323.txt,712,189,902,269,-0.37,3,1,14
007323.txt,240,172,381,243,0.25,-8,1,20
007323.txt,265,176,377,226,-3.03,-10,1,27
007323.txt,452,185,490,209,-1.84,-9,2,51
007324.txt,0,169,287,284,-2.57,-8,1,13
007324.txt,378,176,471,212,0.23,-8,1,31
007324.txt,947,151,1008,230,-2.04,8,1,17
007324.txt,872,159,906,216,-1.88,8,1,21
007324.txt,843,163,870,208,-1.84,9,1,26
007325.txt,635,183,678,214,-1.66,2,1,34
007325.txt,378,180,500,224,0.23,-6,1,27
007325.txt,278,184,445,246,-2.83,-6,1,19
007325.txt,141,170,392,269,-2.79,-6,1,14
007325.txt,55,184,375,289,0.52,-6,1,11
007325.txt,0,191,332,323,0.6,-5,1,9
007325.txt,0,190,196,367,0.77,-6,1,7
007325.txt,925,182,1241,313,-0.63,6,1,9
007325.txt,1023,193,1241,356,-0.79,6,1,7
007326.txt,0,201,304,369,-0.86,-3,1,3
007326.txt,991,147,1029,217,-1.59,10,0,18
007326.txt,869,159,1002,206,-0.33,10,0,23
007327.txt,865,143,952,321,-0.46,3,1,7
007328.txt,655,173,678,190,-1.7,5,1,70
007328.txt,785,186,965,301,-1.91,3,1,10
007328.txt,1027,184,1241,305,-2.21,7,1,10
007329.txt,576,176,619,215,-1.58,0,1,31
007329.txt,0,181,211,311,-0.94,-7,1,10
007329.txt,443,184,518,234,-1.41,-3,1,22
007329.txt,0,0,228,375,-0.53,-3,1,1
007329.txt,222,182,343,249,-1.15,-7,1,17
007329.txt,211,180,304,228,-1.12,-12,1,24
007329.txt,326,165,428,229,-1.27,-7,1,25
007329.txt,493,122,564,212,-1.49,-4,1,40
